code,label,description,distance,specific,values
C75.8,"Pluriglandular involvement, unspecified",Pluriglandular  involvement unspecified,2,0,involvement
C75.8,"Pluriglandular involvement, unspecified",Pluriglandular  involvement unspecified,2,-1,","
C75.8,"Pluriglandular involvement, unspecified",Pluriglandular  involvement unspecified,2,0, unspecified
C75.9,"Endocrine gland, unspecified",Endocrine gland  unspecified,1,0,Endocrine gland
C75.9,"Endocrine gland, unspecified",Endocrine gland  unspecified,1,-1,","
C75.9,"Endocrine gland, unspecified",Endocrine gland  unspecified,1,1, 
C75.9,"Endocrine gland, unspecified",Endocrine gland  unspecified,1,0, unspecified
V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,Unsepcified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2,0,Uns
V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,Unsepcified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2,-1,p
V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,Unsepcified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2,0,e
V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,Unsepcified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2,1,p
V29.2,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,Unsepcified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident,2,0,cified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident
V39.3,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,Occupant [any] of three-weeled motor vehicle injured in unspecified nontraffic accident,1,0,Occupant [any] of three-w
V39.3,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,Occupant [any] of three-weeled motor vehicle injured in unspecified nontraffic accident,1,-1,h
V39.3,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident,Occupant [any] of three-weeled motor vehicle injured in unspecified nontraffic accident,1,0,eeled motor vehicle injured in unspecified nontraffic accident
V39.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,Passenger injured in collision with other and unspcified motor vehicles in traffic accident,1,0,Passenger injured in collision with other and unsp
V39.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,Passenger injured in collision with other and unspcified motor vehicles in traffic accident,1,-1,e
V39.5,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,Passenger injured in collision with other and unspcified motor vehicles in traffic accident,1,0,cified motor vehicles in traffic accident
V39.8,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,Occupant [any] of three-wheeled motor vehicle  injured in other specified transport accidents,1,0,Occupant [any] of three-wheeled motor vehicle 
V39.8,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,Occupant [any] of three-wheeled motor vehicle  injured in other specified transport accidents,1,1, 
V39.8,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents,Occupant [any] of three-wheeled motor vehicle  injured in other specified transport accidents,1,0,injured in other specified transport accidents
V39.9,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,Occupant [any] of three-wheeled motor vehicle  injured in unspecified traffic accident,1,0,Occupant [any] of three-wheeled motor vehicle 
V39.9,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,Occupant [any] of three-wheeled motor vehicle  injured in unspecified traffic accident,1,1, 
V39.9,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident,Occupant [any] of three-wheeled motor vehicle  injured in unspecified traffic accident,1,0,injured in unspecified traffic accident
V49.9,Car occupant [any] injured in unspecified traffic accident,Car occupant [any] injured in unspecified traffic accidents,1,0,Car occupant [any] injured in unspecified traffic accident
V49.9,Car occupant [any] injured in unspecified traffic accident,Car occupant [any] injured in unspecified traffic accidents,1,1,s
V59.2,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles int nontraffic accident,1,0,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in
V59.2,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles int nontraffic accident,1,1,t
V59.2,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles int nontraffic accident,1,0, nontraffic accident
V59.6,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,Unspecified occepant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,1,0,Unspecified occ
V59.6,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,Unspecified occepant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,1,-1,u
V59.6,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,Unspecified occepant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,1,1,e
V59.6,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,Unspecified occepant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,1,0,pant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
V59.9,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,Occupant [any] of pick-up truck or van injured in  unspecified traffic accident,1,0,Occupant [any] of pick-up truck or van injured in 
V59.9,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,Occupant [any] of pick-up truck or van injured in  unspecified traffic accident,1,1, 
V59.9,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,Occupant [any] of pick-up truck or van injured in  unspecified traffic accident,1,0,unspecified traffic accident
V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,Driver injured in collision with other and unsepcified motor vehicles in nontraffic accident,2,0,Driver injured in collision with other and uns
V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,Driver injured in collision with other and unsepcified motor vehicles in nontraffic accident,2,-1,p
V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,Driver injured in collision with other and unsepcified motor vehicles in nontraffic accident,2,0,e
V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,Driver injured in collision with other and unsepcified motor vehicles in nontraffic accident,2,1,p
V69.0,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident,Driver injured in collision with other and unsepcified motor vehicles in nontraffic accident,2,0,cified motor vehicles in nontraffic accident
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,0,Passenger in
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,-1,j
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,1,g
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,0,ured in collision with other and uns
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,-1,p
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,0,e
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,1,p
V69.1,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,Passenger ingured in collision with other and unsepcified motor vehicles in nontraffic accident,3,0,cified motor vehicles in nontraffic accident
V69.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,Driver injured in collision with other and unsepcified motor vehicles in traffic accident,2,0,Driver injured in collision with other and uns
V69.4,Driver injured in collision with other and unspecified motor vehicles in traffic accident,Driver injured in collision with other and unsepcified motor vehicles in traffic accident,2,-1,p
