code,label,descruption,distance,specific,values 
Y,During kidney dialysis or other perfusion,"Failure of sterile precautions during surgical and medical care, During kidney dialysis or other perfusion",65,0,During kidney dialysis or other perfusion
Y,During injection or immunization,"Failure of sterile precautions during surgical and medical care, During injection or immunization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During injection or immunization,"Failure of sterile precautions during surgical and medical care, During injection or immunization",65,0,During injection or immunization
Y,During endoscopic examination,"Failure of sterile precautions during surgical and medical care, During endoscopic examination",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During endoscopic examination,"Failure of sterile precautions during surgical and medical care, During endoscopic examination",65,0,During endoscopic examination
Y,During heart catheterization,"Failure of sterile precautions during surgical and medical care, During heart catheterization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During heart catheterization,"Failure of sterile precautions during surgical and medical care, During heart catheterization",65,0,During heart catheterization
Y,"During aspiration, puncture and other catheterization","Failure of sterile precautions during surgical and medical care, During aspiration, puncture and other catheterization",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,"During aspiration, puncture and other catheterization","Failure of sterile precautions during surgical and medical care, During aspiration, puncture and other catheterization",65,0,"During aspiration, puncture and other catheterization"
Y,During other surgical and medical care,"Failure of sterile precautions during surgical and medical care, During other surgical and medical care",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During other surgical and medical care,"Failure of sterile precautions during surgical and medical care, During other surgical and medical care",65,0,During other surgical and medical care
Y,During unspecified surgical and medical care,"Failure of sterile precautions during surgical and medical care, During unspecified surgical and medical care",65,1,"Failure of sterile precautions during surgical and medical care, "
Y,During unspecified surgical and medical care,"Failure of sterile precautions during surgical and medical care, During unspecified surgical and medical care",65,0,During unspecified surgical and medical care
Y,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,-1,E
Y,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,1,Failure in dosage during surgical and medical care e
Y,Excessive amount of blood or other fluid given during transfusion or infusion,Failure in dosage during surgical and medical care excessive amount of blood or other fluid given during transfusion or infusion,52,0,xcessive amount of blood or other fluid given during transfusion or infusion
Y,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,-1,I
Y,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,1,Failure in dosage during surgical and medical care i
Y,Incorrect dilution of fluid used during infusion,Failure in dosage during surgical and medical care incorrect dilution of fluid used during infusion,52,0,ncorrect dilution of fluid used during infusion
Y,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,-1,O
Y,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,1,Failure in dosage during surgical and medical care o
Y,Overdose of radiation given during therapy,Failure in dosage during surgical and medical care overdose of radiation given during therapy,52,0,verdose of radiation given during therapy
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,-1,In
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,1,Failure in dosage during surgical and medical care i
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0,advertent exposure of patient 
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,-1,t
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0,o
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,1,t
Y,Inadvertent exposure of patient to radiation during medical care,Failure in dosage during surgical and medical care iadvertent exposure of patient ot radiation during medical care,53,0, radiation during medical care
Y,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,0,Failure in dosage 
Y,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,1,during surgical and medical care failure in dosage 
Y,Failure in dosage in electroshock or insulin-shock therapy,Failure in dosage during surgical and medical care failure in dosage in electroshock or insulin-shock therapy,51,0,in electroshock or insulin-shock therapy
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,-1,I
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,1,Failure in dosage during surgical and medical care i
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0,nappropriate temperatu
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,-1,r
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0,e
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,1,r
Y,Inappropriate temperature in local application and packing,Failure in dosage during surgical and medical care inappropriate temperatuer in local application and packing,54,0, in local application and packing
Y,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,-1,N
Y,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,1,Failure in dosage during surgical and medical care n
Y,"Nonadministration of necessary drug, medicament or biological substance","Failure in dosage during surgical and medical care nonadministration of necessary drug, medicament or biological substance",52,0,"onadministration of necessary drug, medicament or biological substance"
Y,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,0,Failure in dosage during 
Y,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,1,surgical and medical care failure in dosage during 
Y,Failure in dosage during other surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during other surgical and medical care,51,0,other surgical and medical care
Y,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,0,Failure in dosage during 
Y,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,1,surgical and medical care failure in dosage during 
Y,Failure in dosage during unspecified surgical and medical care,Failure in dosage during surgical and medical care failure in dosage during unspecified surgical and medical care,51,0,unspecified surgical and medical care
Z,Examination for normal comparison and control in clinical research programme,Examination for normal comparison and control in clincal research programme,1,0,Examination for normal comparison and control in clin
Z,Examination for normal comparison and control in clinical research programme,Examination for normal comparison and control in clincal research programme,1,-1,i
Z,Examination for normal comparison and control in clinical research programme,Examination for normal comparison and control in clincal research programme,1,0,cal research programme
Z,Other specified special examinations,Other specifiad special examinations,1,0,Other specifi
Z,Other specified special examinations,Other specifiad special examinations,1,-1,e
Z,Other specified special examinations,Other specifiad special examinations,1,1,a
